model,knn_5_acc,knn_5_acc,knn_10_acc,knn_10_acc,knn_20_acc,knn_20_acc,knn_5_f1,knn_5_f1
,mean,std,mean,std,mean,std,mean,std
PA-HybridSSL (ResNet1D),0.7847111111111111,0.0036401058185676557,0.8016444444444444,0.006546019429422012,0.8076,0.006349803146555016,0.7831948354196695,0.003458379175712104
SimCLR + Naive Aug,0.7497777777777778,0.00995307508781598,0.7534222222222221,0.008852704127574265,0.7624888888888889,0.012468864927995307,0.7493702588747003,0.009832568190452489
