,block,experiment,label_fraction,linear_accuracy,linear_accuracy,linear_auroc,linear_auroc,linear_auprc,linear_auprc
,,,,mean,std,mean,std,mean,std
140,loo_ablation,resnet1d_hybrid_loo_heart_rate_resample_s42,0.1,0.8203390628125037,0.0016397086865452722,0.9032944062682052,0.0006229627310535642,0.9363947451612497,0.0004435149918596489
141,loo_ablation,resnet1d_hybrid_loo_heart_rate_resample_s42,0.25,0.8213508394216403,0.00046063534748539466,0.9049452603144914,0.0008091438005758899,0.9372719596374037,0.0003235144247662514
142,loo_ablation,resnet1d_hybrid_loo_heart_rate_resample_s42,0.5,0.8225273238508688,0.0010566768968684945,0.9063974232969217,0.0002080450542952906,0.9382020796820383,0.000187683712162111
143,loo_ablation,resnet1d_hybrid_loo_heart_rate_resample_s42,1.0,0.823068506688314,0.0,0.9067303102815124,0.0,0.9384596426104274,0.0
144,loo_ablation,resnet1d_hybrid_loo_powerline_interference_s42,0.01,0.8105036529841527,0.005584906779246887,0.8918488900465577,0.00553107092426096,0.927342381585202,0.0044097138262786375
145,loo_ablation,resnet1d_hybrid_loo_powerline_interference_s42,0.05,0.8203155331239191,0.0021442699578701633,0.9022941137737494,0.001389097158233466,0.9349019608867831,0.000895301158329893
146,loo_ablation,resnet1d_hybrid_loo_powerline_interference_s42,0.1,0.8227861504252991,0.0009555632210270887,0.9044622715870236,0.0002706367390978797,0.936346121168019,0.0004857920856308551
147,loo_ablation,resnet1d_hybrid_loo_powerline_interference_s42,0.25,0.8260920716714314,0.001330156001038009,0.906643162215715,0.0005034859556083569,0.9377073401537047,0.00024268939031008366
148,loo_ablation,resnet1d_hybrid_loo_powerline_interference_s42,0.5,0.8263038388686925,0.00047396409554192344,0.9076290699598119,0.0004423447953932348,0.9381582284744893,0.00023971687855087702
149,loo_ablation,resnet1d_hybrid_loo_powerline_interference_s42,1.0,0.8270920834362757,0.0,0.9081742288849268,0.0,0.9384544171186361,0.0
150,loo_ablation,resnet1d_hybrid_loo_segment_dropout_s42,0.01,0.8092683443334628,0.006623440160815965,0.8908178226159601,0.005147362706700942,0.9270727007542948,0.0038891479267238664
151,loo_ablation,resnet1d_hybrid_loo_segment_dropout_s42,0.05,0.8205743596983494,0.0018425413899412493,0.9011342005162412,0.0009549457042142434,0.9344559794384469,0.0005440038400183913
152,loo_ablation,resnet1d_hybrid_loo_segment_dropout_s42,0.1,0.8218684925705008,0.0014823703808280483,0.9031333239166245,0.0009023942275632968,0.9356914840742846,0.0007448913999941297
153,loo_ablation,resnet1d_hybrid_loo_segment_dropout_s42,0.25,0.8241038129860351,0.001520671546827726,0.9051012508995228,0.0009596379211469327,0.9368474120194364,0.00015383898205106384
154,loo_ablation,resnet1d_hybrid_loo_segment_dropout_s42,0.5,0.82562147789974,0.000963568758665086,0.9063064394109964,0.0004299337235336215,0.9376528199205776,0.0002792214928623661
155,loo_ablation,resnet1d_hybrid_loo_segment_dropout_s42,1.0,0.825292062259556,0.0,0.9066688164934408,0.0,0.9378964661721488,0.0
156,loo_ablation,resnet1d_hybrid_loo_wavelet_masking_s42,0.01,0.8104565936069837,0.005518414307146755,0.8915109146944603,0.004723306788678399,0.9277517198213174,0.004015515293889505
157,loo_ablation,resnet1d_hybrid_loo_wavelet_masking_s42,0.05,0.8225626183837457,0.0016854140354683276,0.9010575113060332,0.0008627368518812766,0.9347882807933855,0.0004076058069871009
158,loo_ablation,resnet1d_hybrid_loo_wavelet_masking_s42,0.1,0.8238214567230203,0.0015879925169529426,0.9033892157771289,0.00033621383400603673,0.9361816216911879,0.0003897840626979786
159,loo_ablation,resnet1d_hybrid_loo_wavelet_masking_s42,0.25,0.8256803021212015,0.00039774918538751657,0.9051148045838463,0.0009391202719832914,0.9369867275368806,0.00029028906605859316
160,loo_ablation,resnet1d_hybrid_loo_wavelet_masking_s42,0.5,0.8269979646819374,0.0006624975929269957,0.9065126236653454,0.00045878945204902964,0.937868867811205,0.0001302071558199946
161,loo_ablation,resnet1d_hybrid_loo_wavelet_masking_s42,1.0,0.8268450217061377,0.0,0.9069611223025738,0.0,0.9381950241056197,0.0
