block,experiment,label_fraction,seed,n_labeled,linear_accuracy,linear_f1_macro,linear_auroc,linear_auprc,linear_sensitivity,linear_specificity,linear_ece,linear_brier_score,mahal_accuracy,mahal_f1_macro,mahal_auroc,mahal_auprc,mahal_sensitivity,mahal_specificity,mahal_ece,mahal_brier_score
ablation,resnet1d_contrastive_s456,0.25,2,33225,0.8194684643348745,0.8174844919152978,0.9019405096215218,0.9349086681061196,0.7500153364824244,0.9004321808510638,0.0168167281132747,0.2495282311418039,0.8236332192143437,0.8219682219213604,0.904445589933296,0.9334589702262308,0.7638181706643764,0.8966921542553191,0.2794466217821474,0.435310288568515
ablation,resnet1d_contrastive_s456,0.5,0,66450,0.8216567253732396,0.8196481980725705,0.905387338159322,0.936846067688955,0.7621618305625422,0.8941988031914894,0.0144527621586067,0.2444872655157728,0.825786185719832,0.8241159640550846,0.9063970961390244,0.9348699528006492,0.7701981473529231,0.8939494680851063,0.2822457247207411,0.4357944060788692
ablation,resnet1d_contrastive_s456,0.5,1,66450,0.8245861716020189,0.8225689859898471,0.9050232496586816,0.9367817275666592,0.7930188332004171,0.8638630319148937,0.0098416473841663,0.2448600940057374,0.825786185719832,0.8241354487319561,0.9062131832647652,0.934889064456931,0.7846757867615484,0.879155585106383,0.2826643540140026,0.4363865814348675
ablation,resnet1d_contrastive_s456,0.5,2,66450,0.8221861433663925,0.8202038441055957,0.9040654537004648,0.9362750675667186,0.7624072142813324,0.8929521276595744,0.0137159568755845,0.2464926583171785,0.8261038365157237,0.8244548972461934,0.9054997921009283,0.9343234018137688,0.7786025397214895,0.8849734042553191,0.2823801479746858,0.4357186918851143
ablation,resnet1d_contrastive_s456,1.0,0,132900,0.8231743902869445,0.8211245957771551,0.9055892362203336,0.937099447784035,0.7809336850499969,0.8764960106382979,0.0114048242165315,0.2444304953493657,0.8268097271732608,0.8251334940331387,0.9062311021701775,0.9345485112824936,0.7867615483712656,0.8778257978723404,0.2831872077775995,0.4357594169676606
ablation,resnet1d_contrastive_s456,1.0,1,132900,0.8231743902869445,0.8211245957771551,0.9055892362203336,0.937099447784035,0.7809336850499969,0.8764960106382979,0.0114048242165315,0.2444304953493657,0.8268097271732608,0.8251334940331387,0.9062311021701775,0.9345485112824936,0.7867615483712656,0.8778257978723404,0.2831872077775995,0.4357594169676606
ablation,resnet1d_contrastive_s456,1.0,2,132900,0.8231743902869445,0.8211245957771551,0.9055892362203336,0.937099447784035,0.7809336850499969,0.8764960106382979,0.0114048242165315,0.2444304953493657,0.8268097271732608,0.8251334940331387,0.9062311021701775,0.9345485112824936,0.7867615483712656,0.8778257978723404,0.2831872077775995,0.4357594169676606
ablation,resnet1d_mae_s456,0.01,0,1329,0.7907387145731126,0.78728936557668,0.864614264625457,0.8970267702206988,0.7778050426354212,0.804936835106383,0.0494972023765523,0.2985709547682247,0.7823386157484206,0.780904854432845,0.8656418013000443,0.8954221584594458,0.7814244524875774,0.7991190159574468,0.2378210224625243,0.4416551908491015
ablation,resnet1d_mae_s456,0.01,1,1329,0.7953975929128578,0.7921417792240854,0.8704001769569025,0.9045635602399216,0.7536960922642783,0.8494015957446809,0.0384750784629602,0.2893672830682477,0.7922210849539406,0.7908811175726727,0.8717361563976952,0.90563957907018,0.7734494816268941,0.8254654255319149,0.2513075248421502,0.4452104501472739
ablation,resnet1d_mae_s456,0.01,2,1329,0.8003741220484947,0.7982855902821484,0.8752898788923666,0.9148017990547384,0.7669468130789522,0.8435837765957447,0.0451851705249834,0.2861927827517048,0.7945858186566901,0.7935436676931928,0.8751374114154987,0.907455769587663,0.7815471443469726,0.8263796542553191,0.250285481137376,0.4409401550932733
ablation,resnet1d_mae_s456,0.05,0,6645,0.8106801256485371,0.8081606089491666,0.8903138600931023,0.9243357694386648,0.7922213361143489,0.8332779255319149,0.0158102441094384,0.2642113910550658,0.8064447817033141,0.8052240824389432,0.8888138674758238,0.9211674360747582,0.7853505919882215,0.8428357712765957,0.2701034791429634,0.4488112010982207
ablation,resnet1d_mae_s456,0.05,1,6645,0.8105389475170296,0.808506415973418,0.889450708790219,0.9230131804587518,0.7763327403226796,0.8545545212765957,0.0162125265459209,0.2656332930894688,0.8047859386581019,0.8038201054499108,0.887348539999504,0.9202592845992522,0.7941844058646709,0.8368517287234043,0.2688671938149725,0.449880879849947
ablation,resnet1d_mae_s456,0.05,2,6645,0.8069036106307133,0.8044307076156216,0.8882173558076975,0.9233448151705071,0.7530212870376051,0.8721742021276596,0.0243049411857875,0.2671629642938196,0.8063741926375605,0.8051310336727806,0.8867446812997374,0.9197207750908548,0.7735108275565916,0.8533909574468085,0.2680011982730321,0.4465637499049647
